1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
9,1104800,36.45,7.72,36.451667,7.718333,552,550,237,0.4,9,1338401,5.92,12.67,5.814167,12.649167,4020,1829,11914,54.5,9,5708110,-15.5515,130.964,-17.950112,131.660083,44900,92872,264809,51.7,9,709,1309560,1,1090,WIRINE, ASSIF -N-,TIZI N'ISLY,MA,32.44,-5.63,-999,9,1348351,3.22,11.92,3.22,11.92,10340,0
10,1107700,35.15,-1.45,35.145,-1.448333,7245,7419,490,2.3,10,3173100,-27.08,-68.9306,-27.125833,-69.0081,2272,1034,9721,54.5,10,4214261,57.25,-96.7972,55.689963,-98.959142,271000,266975,259067,1.5,10,739,1324510,1,1241,CESTOS RIVER,UNIFICATION BRIDGE,LR,6,-8.6,-999,10,1357600,-20.2333,26.1667,-20.233333,26.166667,6543,0
11,1107800,35.07,-1.22,35.075,-1.22,1118,1245,454,10.2,11,1434700,9.56,-6.67,9.578333,-6.544167,5550,2574,14111,53.6,11,6688300,40.3,30.2,41.531389,32.090689,13300,13302,233481,0.0,11,785,1357200,1,1571,SHASHE,SHASHE BRIDGE (67932122),BW,-20.016667,23.383333,-999,11,1434510,9.09,-6.93,9.059167,-6.899167,810,269
12,1112100,14.45,-11.28,14.4032,-11.371,157400,146281,11285,7.1,12,1290100,-8.2833,32.2111,-8.28,32.173611,1119,523,4177,53.3,12,1934890,12.42,0.15,12.6625,2.059123,2994,3071,213534,2.5,12,786,1357500,1,1571,BOTETI,RAKOPS (67922022),BW,-21,24.366667,-999,12,1447500,-1.4,15.07,-1.400833,15.070833,2261,337
13,1112200,13.23,-11.38,13.1925,-11.499167,15000,14598,13834,2.7,13,2180711,39.1333,106.6667,37.493348,105.535198,121972,255206,191402,52.2,13,2855800,20.42,83.67,20.423126,85.588467,132090,132204,212950,0.1,13,787,1357501,1,1571,BOTETI,SAMEDUPE (67922012),BW,-20.116667,23.516667,-999,13,1447550,0.88,14.98,0.88,14.98,1415,0
14,1112300,13.83,-11.13,13.858333,-11.06,127000,143081,8348,11.2,14,5654350,16.24,121.05,16.360833,121.093333,1270,611,13739,51.9,14,2911702,60.15,64.83,59.609461,66.589112,41200,42054,197607,2.0,14,788,1357510,1,1571,LAKE RIVER,BUND (67932115),BW,-20.133333,23.35,-999,14,1468050,0.93,30,0.974311,30.21761,8000,33904
15,1112320,13.36,-9.23,13.6017,-10.06487,84400,89066,96269,5.2,15,5708110,-15.5515,130.964,-17.950112,131.660083,44900,92872,264809,51.7,15,2180711,39.1333,106.6667,37.493348,105.535198,121972,255206,191402,52.2,15,789,1357520,1,1571,THAMALAKANE RIVER,MAUN BRIDGE (67932114),BW,-20.35,23.433333,-999,15,1512100,16.92,-12.38,16.92,-12.38,8370,0
16,1112330,13.34,-9.53,13.571471,-9.886333,58000,72161,46779,19.6,16,6502150,53.7293,-8.2384,53.630091,-8.30093,1207,585,9530,51.5,16,1291200,-17.6833,23.2667,-17.82568,24.978842,170000,151958,190642,10.6,16,790,1357530,1,1571,BORO,BORO JUNCTION (67932113),BW,-19.916667,23.4,-999,16,1547765,-10.1333,31.3667,-10.134166,31.355,2106,135
17,1112340,13.45,-9.88,13.455,-9.885,16000,16518,774,3.1,17,1931815,11.6,-1.57,11.695,-1.465833,972,476,15502,51.0,17,2911097,58.2,68.23,61.081682,68.842812,1500000,1187668,168972,20.8,17,795,1362200,1,1621,NILE RIVER,ASSIUT,EG,27.18,31.1,-999,17,1577200,8.57,38.6,8.5675,38.6,2050,84
18,1112350,13.14,-10.48,13.195833,-10.454167,33000,28179,6681,14.6,18,2854200,16,77,15.9175,77.0825,126698,62072,12705,51.0,18,4213181,52.7353,-108.3358,52.961952,-109.85072,29700,36125,168838,17.8,18,796,1362300,1,1621,NILE RIVER,NAG HAMMADI,EG,26.05,32.25,-999,18,1591410,-16.1666,28.0166,-16.167433,28.015767,630,63
19,1112400,12.31,-11.23,12.53922,-11.38933,9300,8220,30490,11.6,19,2910385,55.88,89.75,55.901667,89.7375,208,104,1935,50.0,19,5204400,-31.1175,147.569,-32.188156,148.61331,3565,4793,153469,25.6,19,797,1362400,1,1621,NILE RIVER,ESNA,EG,25.32,32.56,-999,19,1598003,-26.2147,31.1964,-26.214722,31.196389,670,171
20,1112480,12.15,-10.2,11.90441,-10.63965,15500,15667,55615,1.1,20,6730580,69.67,30.67,69.665833,30.553333,124,62,12951,50.0,20,4115348,48.8691,-114.1268,46.92669,-114.204029,23318,23306,147495,0.1,20,798,1362500,1,1621,NILE RIVER,GAAFRA,EG,24.32,32.9,-999,20,1632500,7.8,1.3,7.79086,1.29763,995,9902
21,1112500,12.33,-10.16,12.44495,-10.30673,21700,21921,20506,1.0,21,6854801,63.7426,25.3469,63.736743,25.353587,20,10,796,50.0,21,4213410,55.7444,-97.8917,56.043403,-96.602188,18500,16653,144331,10.0,21,799,1362600,1,1621,NILE RIVER,ASWAN DAM,EG,23.96,32.9,-999,21,1816490,12.83,-14.25,12.809167,-14.280833,815,149
22,1134020,11.15,-8.55,11.150833,-8.554167,23300,23586,471,1.2,22,6660350,41.9333,20,41.877501,19.954167,663,332,6867,49.9,22,1664100,17.681,34.003,16.87472,34.99741,69000,115494,139708,40.3,22,937,1473050,1,1731,ALBERT NILE,PANYANGO,UG,2.65,31.65,-999,22,1931445,12.17,-2.82,12.167372,-2.819227,23700,65041
23,1134030,11.6833,-8.6667,11.687467,-8.665033,71750,70764,489,1.4,23,6337540,51.3787,9.9705,51.403703,9.931286,634,318,4684,49.8,23,2903662,57.27,111.75,59.276614,112.451551,18400,18300,137888,0.5,23,1097,1547320,1,1471,LUFUBU,GREEN WATER FALLS,ZM,-10.247441,29.910836,-999,23,2106100,23.2853,116.4267,23.285278,116.426667,108029,0
24,1134040,11.97,-8.23,11.969167,-8.231667,35300,33102,206,6.2,24,3650430,-9.5781,-45.0292,-9.5906,-45.0017,1700,857,3345,49.6,24,2911463,56.7347,78.7455,56.628365,77.509953,6250,6539,137299,4.4,24,1118,1563100,1,1631,BLUE NILE,SUDAN BORDER,ET,11,35,-999,24,2181100,31.45,117.6667,31.343333,117.714167,552,195
25,1134050,11.58,-8.17,11.58,-8.178333,34200,31902,925,6.7,25,2335240,33.45,72.9,33.360833,72.7875,777,394,14976,49.3,25,1337100,7.64,14.67,7.2012,13.58244,1690,1678,130031,0.7,25,1125,1563750,1,1631,BLUE NILE,NEAR THE LAKE TANA,ET,10,37,-999,25,2182050,30.7667,113.5833,30.765,113.583333,105535,5979
26,1134060,11.13,-8.2,11.136667,-8.195,4100,4311,914,4.9,26,1591500,-12.8666,28.3667,-12.850767,28.350827,339,173,2458,49.0,26,1591474,-13.6333,27.59,-12.6494,28.17238,-999,7096,124637,0.0,26,1130,1566206,1,1661,BARO,D/S BARO-ADURA BIFURCATION,ET,8.367386,33.768355,-999,26,2311204,55.02,68.72,55.5372,68.7257,105000,0
27,1134080,10.8,-7.67,10.7975,-7.669167,7900,8421,288,6.2,27,6593500,32.37,34.91,32.37,34.91,953,487,0,48.9,27,4208919,58.8556,-112.7111,56.848704,-112.708361,1570,1010,121820,35.7,27,1131,1566207,1,1661,BARO,U/SBARO-ADURA BIFURCATION,ET,8.3333,33.9333,-999,27,2313400,46.83,70.5,46.804167,70.495833,2960,226
28,1134100,12.8667,-7.55,12.865033,-7.548333,120000,117927,258,1.7,28,5402103,-37.1679,139.849,-37.1679,139.849,1643,841,0,48.8,28,1389250,-19,45,-20.010953,45.545773,1893,1863,121605,1.6,28,1132,1566208,1,1661,BARO,U/S KHOR MAKWAI HEAD,ET,8.040186,33.762168,-999,28,2341700,33.83,71.35,33.835833,71.35,5128,1814
29,1134110,11.4,-7.45,11.3975,-7.45,15700,14911,272,5.0,29,1321800,8.2,-9.75,8.238333,-9.711667,246,126,5986,48.8,29,3218100,1.95,-66.95,0.919091,-67.174222,80960,78475,117092,3.1,29,1133,1566250,1,1661,JIKAWO,AT THE MOUTH,ET,8.3667,33.7833,-999,29,2816650,39.88,64.25,39.88,64.250833,2480,31
30,1134150,11.07,-6.85,11.075,-6.845,3050,3105,778,1.8,30,5148850,-5.2333,120.1833,-5.23,120.23,398,204,5197,48.7,30,1134310,12.02,-6.68,12.00481,-5.65845,14300,14355,113404,0.4,30,1134,1566255,1,1661,BARO,SPILLOUT RIGHT (6.5KM U/S KHOR JOKAU),ET,8.35,33.8167,-999,30,2838100,32.45,75.23,32.45,75.23,5700,0
31,1134200,12.52,-6.8,12.520833,-6.8,32500,31551,90,2.9,31,2911425,55.48,77.82,55.501667,77.815,2740,1405,1471,48.7,31,4244760,48.9306,-55.6686,48.772417,-56.681823,4400,4981,113062,11.7,31,1135,1566260,1,1661,ADURA,AT OFFTAKE FROM BARO,ET,8.387658,33.689268,-999,31,2901500,60.18,151.29,60.173333,151.288333,682,20
32,1134220,11.42,-6.57,11.418333,-6.570833,31800,31042,204,2.4,32,6373932,57.27,26.58,57.335833,26.535833,3220,1653,6292,48.7,32,6731500,62.91,9.22,63.1039,10.23157,3062,3062,112706,0.0,32,1136,1566261,1,1661,ADURA,D/S MAKWAI MOUTH,ET,8.126885,33.542763,-999,32,2901900,67.67,-178.9,67.67,-178.9,26700,10175
33,1134250,13.7167,-6.05,13.718367,-6.05,137000,131760,180,3.8,33,4113362,46.9139,-98.0087,46.9164,-98.009533,20228,10569,211,47.8,33,3650535,-4.75,-40.07,-3.744216,-40.032588,1300,1386,111481,6.2,33,1137,1566270,1,1661,MAKWAI,JUNCTION WITH ADURA,ET,8.1167,33.6167,-999,33,2901901,67.42,178.4,67.42,178.4,26400,0
34,1134300,13.2167,-5.9,13.2142,-5.898333,101600,99879,327,1.7,34,4122111,41.7792,-100.5254,41.790867,-100.519567,2502,1310,1163,47.6,34,1643150,-1.22,11.59,-1.2062,10.59071,22000,21496,110932,2.3,34,1138,1566500,1,1661,PIBOR WENZ,U/S PIBOR-BARO JUNCTION,ET,8.4333,33.2167,-999,34,2902500,52.5,157,52.4575,157.018333,649,189
35,1134310,12.02,-6.68,12.00481,-5.65845,14300,14355,113404,0.4,35,6854706,67.9627,26.7457,67.961888,26.744034,4868,2552,188,47.6,35,1563800,11.07,38.18,10.0626,38.1741,65784,64774,110103,1.5,35,1139,1566501,1,1661,PIBOR WENZ,D/S MAKWAI MOUTH,ET,8.35,33.2167,-999,35,2903085,59.18,135.15,59.18,135.15,4920,0
36,1134350,11.68,-5.58,11.679167,-5.586667,3685,3676,746,0.2,36,2905800,43.44,133.51,43.411667,133.460833,549,288,5916,47.5,36,2907401,52.07,107.65,52.08508,106.66524,445000,445221,109313,0.0,36,1140,1566502,1,1661,PIBOR WENZ,U/S MAKWAI MOUTH,ET,8.35,33.2167,-999,36,2903217,52.93,112.02,52.955,112.0075,1680,190
37,1134400,13.95,-5.37,13.9575,-5.366667,141000,134221,889,4.8,37,6373212,56.43,25.05,56.431667,25.05,545,286,102,47.5,37,2908192,53.35,102.2,53.385667,101.251053,18700,18268,105360,2.3,37,1141,1566510,1,1661,MACAP, KHOR,AT THE MOUTH,ET,8.4,33.2,-999,37,2903735,63.88,113.43,63.88,113.43,4360,0
38,1134450,13.38,-4.92,13.380833,-4.92,116000,111680,90,3.7,38,4208764,54.7222,-113.5736,54.723054,-113.57361,57,30,55,47.4,38,6855402,62.5499,27.7686,62.449206,28.67667,16270,16862,100928,3.5,38,1142,1566520,1,1661,MAKWAI,AT THE MOUTH,ET,8.35,33.2167,-999,38,2903987,64.4,139.9,64.345833,139.871667,3090,534
39,1134460,14.15,-4.98,14.1475,-4.9825,143300,136982,387,4.4,39,6660400,40.2321,20.3325,40.247082,20.336667,5420,2857,1351,47.3,39,4214905,56.7931,-65.7583,56.788481,-64.887175,24200,24169,96695,0.1,39,1158,1578500,1,1781,SHEBELE, WABI,GODE,ET,5,43,-999,39,2907225,51.48,104.92,51.466667,104.89,2600,241
40,1134480,14.02,-4.25,14.020833,-4.245,129000,130178,562,0.9,40,3276150,-42.7,-70.53,-42.726667,-70.535833,2800,1480,2269,47.1,40,1112320,13.36,-9.23,13.6017,-10.06487,84400,89066,96269,5.2,40,1190,1591430,1,1911,MWEMBESHI,GREAT NORTH ROAD BRIDGE,ZM,-15.166667,28.166667,-999,40,2910285,55.97,81.52,55.9675,81.503333,1510,94
41,1134500,14.53,-4.22,14.541667,-4.208333,281600,278331,1802,1.2,41,5606145,-32.368,116.012,-32.359667,116.0245,102,54,1592,47.1,41,5202070,-30.0076,152.712,-31.00915,152.7126,9980,10130,95284,1.5,41,1203,1591482,1,1911,KAFUE,KONIKOMBE HILLS (60334460),ZM,-12.266667,26.8,-999,41,2910297,57.17,84.13,57.17,84.13,4390,369
42,1134505,14.53,-4.22,14.5175,-4.199167,-999,132254,2674,0.0,42,1434500,9.09,-6.91,9.018333,-6.9075,640,339,7862,47.0,42,2999921,68.1,108.6,68.134413,109.44539,13700,14180,93849,3.4,42,1208,1591710,1,1911,KATETE,KATETE BOMA,ZM,-13.15,32.8166,-999,42,2911275,56.03,66.85,56.035,66.848333,2420,115
43,1134600,15.4,-4.23,15.394167,-4.235833,302515,311494,899,2.9,43,1389560,-21.55,47.07,-21.428333,47.158333,2107,1119,15943,46.9,43,1731400,10.2,0.97,11.05421,0.97024,22280,22994,93058,3.1,43,1227,1599001,1,1991,MAPUTO,Siphofaneni,SZ,-26.69,31.68,-999,43,2911415,55.58,79.45,55.536667,79.4325,852,201
44,1134620,16.42,-3.65,16.42,-3.655833,-999,2348,647,0.0,44,5660100,7.92,123.36,7.9175,123.364167,592,315,538,46.8,44,5204450,-29.9472,146.864,-30.041745,146.044467,297850,244311,91421,18.0,44,1348,1662100,1,1621,NILE RIVER,DONGOLA,SD,19.18,30.48,-999,44,2911427,56.63,77.52,56.633333,77.506667,1430,85
45,1134630,16.13,-3.75,16.118333,-3.7475,-999,342087,1275,0.0,45,1931370,11.78,-2.92,11.781667,-2.915,37140,69606,584,46.6,45,2589551,36.61,139.82,37.610041,139.814852,2715,2718,87938,0.1,45,1349,1662200,1,1621,NILE RIVER,HUDEIBA + HASSANAB,SD,17.65,33.65,-999,45,2911665,61.08,60.92,61.08,60.92,4840,0
46,1134650,15.82,-3.7,15.82,-3.701667,-999,688,185,0.0,46,3613150,-0.1833,-51.8,-0.1708,-51.768333,4270,2282,3779,46.6,46,6392100,35.8156,36.3175,35.090019,36.825383,5130,8694,86725,41.0,46,1350,1662500,1,1621,NILE RIVER,TAMANIAT,SD,15.95,32.63,-999,46,2966400,13.97,100.7,13.9675,100.705833,5330,234
47,1134700,16.2667,-3.3833,16.2667,-3.3833,340000,345826,0,1.7,47,2910563,51.5,81.22,51.45396,81.211292,3140,5872,3328,46.5,47,5553100,-7,145.07,-6.442512,144.555341,11100,10330,83932,6.9,47,1355,1664500,1,1641,KHASHM EL GIRBA CANAL,KHASHM EL GIRBA CANAL,SD,14.97,35.92,-999,47,2998550,61.43,149.47,61.435,149.475,56300,5814
48,1134730,16.6666,-3.0333,16.654933,-3.029967,342000,348700,1295,1.9,48,3638900,-14.6111,-53.9986,-14.611933,-53.9986,1317,705,89,46.5,48,4151515,31.1131,-102.4172,31.365041,-103.136221,76560,76160,83307,0.5,48,1358,1666101,1,1661,SOBAT, RIVER,D/S KHOR NYANDING,SS,8.666667,32.666667,-999,48,2999140,69.51,132.07,69.5,132.09,10800,1575
49,1134850,16.93,-0.58,16.936667,-0.586667,348000,375409,1024,7.3,49,5402100,-36.7965,139.9,-36.795667,139.9,633,341,74,46.1,49,4150503,33.5809,-99.2676,33.035502,-98.678238,40243,35356,82798,12.1,49,1359,1666102,1,1661,SOBAT, RIVER,NASSER (D/S BARO-PIBOR),SS,8.633333,33.066667,-999,49,2999460,67.1,133.91,67.1,133.91,16700,0
50,1134900,15.6667,0.5,15.665867,0.496667,566000,489271,381,13.6,50,6373050,57.2,27.05,57.2,27.050833,1830,987,92,46.1,50,5550500,-4.22,142.16,-4.144161,142.896579,40922,39924,82190,2.4,50,1360,1666110,1,1661,FUL LUS, KHOR,AT THE MOUTH,SS,9.3,31.68,-999,50,3274080,-27.58,-67,-27.555,-67.008333,1700,303
51,1147010,-4.3,15.3,-4.286667,15.293333,3475000,3605676,1651,3.6,51,1289380,-5.6667,38.4375,-5.64,38.489167,4081,2208,6449,45.9,51,6742800,44.6833,27.092,44.8001,27.820701,709100,703992,81407,0.7,51,1361,1666120,1,1661,NYANDING, KHOR,AT THE MOUTH,SS,8.666667,32.65,-999,51,3631500,-3.8369,-50.6297,-3.843567,-50.628867,2682,236
52,1147011,-0.35,25.45,-0.35,25.4525,948500,931904,278,1.7,52,6373020,56.58,25.24,56.5675,25.233333,352,191,1064,45.7,52,3265040,-25.4,-64.03,-25.806698,-64.660505,2400,2471,80931,2.9,52,1362,1666130,1,1661,TWALOR, KHOR,AT THE MOUTH,SS,8.55,32.95,-999,52,3637205,-6.2575,-56.7725,-6.26,-56.738333,37400,9464
53,1147012,-2.95,25.9167,-2.954167,25.928333,810440,784993,1371,3.1,53,1816400,12.53,-14.56,12.520833,-14.525833,3700,6789,3920,45.5,53,1934715,12.68,-0.27,13.286974,-0.00087,15700,15235,72055,3.0,53,1363,1666140,1,1661,WAKAU, KHOR,AT THE MOUTH,SS,8.633333,33.066667,-999,53,4208989,59.3194,-105.3028,59.321943,-105.30278,6130,1081
54,1147013,-4.1367,15.3333,-4.29087,15.27846,3747320,3605702,18118,3.8,54,2181300,28.5,101.8333,28.485,101.875833,58943,107771,4943,45.3,54,4208516,55.435,-123.6161,55.200977,-124.226898,4350,4314,69400,0.8,54,1364,1666200,1,1661,BARO,NEAR THE MOUTH (U/S BARO-PIBOR JUNC.),SS,8.4333,33.25,-999,54,4213485,49.6792,-97.4294,49.685033,-97.367733,1820,438
55,1150200,-3.1833,17.3833,-3.215833,17.364166,737640,744477,4185,0.9,55,1599140,-26.7672,31.4842,-26.796389,31.608334,742,406,14079,45.3,55,4208515,55.2,-124.2333,55.414093,-123.630191,6720,6722,68291,0.0,55,1365,1666201,1,1661,BARO,D/S KHOR MAKEIR HEAD,SS,8.45,33.3,-999,55,4355810,16.6,-94.7667,16.598333,-94.766667,13164,407
56,1150201,-4.3333,20.5833,-4.338333,20.571666,232560,240172,1406,3.2,56,1599003,-26.7672,31.4842,-26.796389,31.608334,740,406,14079,45.1,56,2964122,15.6708,100.6708,15.556105,100.080775,110569,108702,66631,1.7,56,1366,1666202,1,1661,BARO,D/S BARO-ADURA JUNCTION,SS,8.45,33.4,-999,56,5101120,-17.7396,145.6287,-17.739611,145.630417,96,0
57,1159100,-28.7578,17.7214,-28.759445,17.721389,866486,788290,160,9.0,57,6458806,53.1597,23.1097,53.183056,23.101389,3042,1671,1807,45.1,57,2903640,60.27,114.73,60.967601,115.212748,32600,32551,65449,0.2,57,1367,1666203,1,1661,BARO,U/S BARO-ADURA JUNCTION,SS,8.45,33.4,-999,57,5101415,-25.9028,151.8438,-25.902786,151.84375,1399,1379
58,1159103,-28.9634,19.1519,-28.964236,19.151922,859920,766719,81,10.8,58,4113363,46.4469,-97.6763,46.445233,-97.677133,21212,11653,157,45.1,58,2903220,53.3,114.32,54.296877,114.307982,8790,6530,64589,25.7,58,1368,1666204,1,1661,BARO,D/S KHOR MACHAR HEAD,SS,8.4833,33.65,-999,58,5101440,-27.9962,153.1587,-27.99625,153.157917,102,0
59,1159105,-28.0758,16.8983,-28.076663,16.89833,985370,884454,85,10.2,59,6373222,56.51,27.43,56.51,27.435833,922,508,647,44.9,59,3618130,-0.2461,-67.0092,-0.378055,-67.574894,10228,10671,64478,4.2,59,1369,1666210,1,1661,MAKEIR, KHOR,AT ITS HEAD,SS,8.4667,33.3167,-999,59,5101455,-28.2462,152.8913,-28.24625,152.892083,129,151
60,1159110,-31.8067,20.3578,-31.806667,20.357778,1502,1495,4,0.5,60,1837104,13.2778,12.6211,13.277806,12.621056,82562,149497,5,44.8,60,1495280,-20.75,31.23,-20.156835,31.069092,1980,2297,64338,13.8,60,1370,1666230,1,1661,MACHAR, KHOR,OFFTAKE FROM BARO,SS,8.4833,33.65,-999,60,5104320,-28.3538,152.3331,-28.35375,152.3339,32,33
61,1159120,-31.8153,20.5781,-31.816945,20.578056,1679,1682,155,0.2,61,2911710,59.4,66.5,59.281667,66.565833,2200,1218,9921,44.6,61,6139300,44.5,4,44.302405,4.559318,2240,2263,64038,1.0,61,1371,1666504,1,1661,PIBOR WENZ,U/S GILO MOUTH,SS,8.15,33.1833,-999,61,5104340,-28.0362,152.0143,-28.035417,152.014256,256,0
62,1159125,-31.4372,20.4742,-31.43716,20.474169,8938,8932,5,0.1,62,6679200,49.8,27.3,49.769167,27.295,2480,1374,2279,44.6,62,2908302,54.07,99.25,55.068398,99.300319,17200,17175,63702,0.1,62,1372,1666505,1,1661,PIBOR WENZ,D/S AKOBO MOUTH,SS,7.8167,33.05,-999,62,5104350,-27.9262,151.8624,-27.92625,151.862433,648,506
63,1159130,-30.4744,20.5192,-30.474444,20.518334,40073,37820,96,5.6,63,1323500,7.07,-9.17,6.99,-9.211667,575,319,9954,44.5,63,1396201,-22.5667,27.65,-22.549164,27.083412,3507,3629,62917,3.4,63,1373,1666506,1,1661,PIBOR WENZ,U/S AKOBO MOUTH,SS,7.7833,33.0333,-999,63,5109260,-11.8313,142.42,-11.832083,142.42,333,0
64,1159131,-31.3661,21.3222,-31.366111,21.323055,13116,13141,95,0.2,64,1837103,13.3769,12.7938,13.377766,12.792984,83074,149725,130,44.5,64,6340611,52.463,13.856,52.548607,13.311797,9707,9664,60682,0.4,64,1374,1666507,1,1661,PIBOR WENZ,PIBOR POST,SS,6.8,33.1333,-999,64,5148250,1.4833,124.4833,1.378333,124.561666,421,12
65,1159290,-28.7747,20.7224,-28.76966,20.724096,366070,359056,525,1.9,65,5402101,-37.17,139.83,-37.168333,139.83,1512,845,147,44.1,65,1643220,-1.89,11.56,-1.816,11.03326,15900,15868,59042,0.2,65,1375,1666530,1,1661,GILO,AT THE MOUTH,SS,8.15,33.1833,-999,65,5202160,-35.4681,150.2363,-35.468933,150.237083,859,0
66,1159300,-28.4578,21.2392,-28.464445,21.2425,364560,354208,745,2.8,66,1837101,13.5622,13.2348,13.562167,13.234783,84140,150177,4,44.0,66,1426200,6.06,-4.49,6.18924,-5.0018,59500,59611,58573,0.2,66,1376,1666540,1,1661,GENI, KHOR,AT THE MOUTH,SS,7.8167,32.9833,-999,66,5204133,-35.3367,149.3162,-35.335033,149.31625,509,497
67,1159301,-29.6517,22.7458,-29.655834,22.745,339310,330300,409,2.7,67,2875100,41.73,128.83,41.781667,128.954167,720,404,14431,43.9,67,2906860,45.56,134.81,45.601755,134.2851,4730,4793,58354,1.3,67,1377,1666550,1,1661,AKOBO WENZ,AT THE MOUTH,SS,7.7833,33.0667,-999,67,5204253,-32.9652,142.056,-32.966033,142.0585,575318,6135
68,1159302,-29.1619,23.6958,-29.161944,23.695833,99316,99215,6,0.1,68,3276200,-43.85,-68.5,-43.845833,-68.495,16400,29197,648,43.8,68,1112480,12.15,-10.2,11.90441,-10.63965,15500,15667,55615,1.1,68,1378,1666560,1,1661,AGWEI, RIVER,AT THE MOUTH,SS,7.6333,33.05,-999,68,5302254,-37.5161,146.5662,-37.515267,146.56625,570,572
69,1159303,-29.8147,24.4375,-29.813055,24.438333,92346,91668,183,0.7,69,1598020,-26.3817,31.5275,-26.379167,31.5275,396,223,252,43.7,69,4358700,19.8683,-97.3017,20.391198,-97.249893,7172,7188,54708,0.2,69,1397,1673150,1,1731,WHITE NILE,DOWNSTREAM OF JEBEL AULIA DAM,SD,15.23,32.5,-999,69,5302275,-38.4688,146.5551,-38.469583,146.555944,21,0
